date,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,night1,night2,night3,night4,night5,night6,night7,night8,night9,night10,weather1,weather2,weather3,weather4,weather5,weather6,weather7,weather8,weather9,weather10
2024-07-02,32,33,31,30,25,27,30,30,27,29,23,24,23,23,20,20,21,21,20,19,"Малооблачно, без осадков","Малооблачно, небольшой  дождь","Облачно, без осадков","Малооблачно,  дождь","Облачно, сильный  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, без осадков",Безоблачно
2024-07-03,33,33,29,22,26,28,29,26,28,28,23,22,23,19,15,19,21,19,19,19,"Малооблачно, небольшой  дождь",Безоблачно,"Малооблачно,  дождь","Облачно,  дождь",Безоблачно,Безоблачно,"Малооблачно, без осадков","Малооблачно, без осадков",Безоблачно,Безоблачно
2024-07-04,34,30,23,26,29,29,28,28,29,29,21,22,18,18,18,22,21,21,23,22,"Малооблачно,  дождь","Малооблачно, сильный  дождь, гроза","Малооблачно, небольшой  дождь",Безоблачно,Безоблачно,"Малооблачно, без осадков","Облачно, без осадков","Облачно, без осадков","Пасмурно,  дождь, гроза","Облачно, небольшой  дождь"
2024-07-05,31,23,27,28,31,31,30,32,35,34,21,18,17,19,21,23,22,22,25,26,"Малооблачно,  дождь, гроза","Облачно,  дождь",Безоблачно,Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, без осадков",Безоблачно,"Малооблачно, без осадков","Малооблачно, небольшой  дождь, гроза"
2024-07-06,22,27,28,30,27,29,29,27,30,32,17,17,19,21,21,18,19,20,21,23,"Облачно,  дождь",Безоблачно,Безоблачно,"Малооблачно, без осадков","Малооблачно, небольшой  дождь",Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, без осадков",Безоблачно
2024-07-07,27,28,30,27,28,28,31,33,28,26,13,18,20,19,18,19,18,23,23,20,Безоблачно,Безоблачно,"Малооблачно, без осадков","Малооблачно, без осадков",Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно,  дождь, гроза","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-07-08,29,31,27,28,29,31,32,30,30,30,16,20,20,17,18,20,21,24,22,22,Безоблачно,Безоблачно,Безоблачно,Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь",Безоблачно,Безоблачно,"Малооблачно, без осадков",Безоблачно
2024-07-09,30,27,28,28,30,30,30,28,29,29,18,19,17,18,20,22,20,22,22,22,Безоблачно,Безоблачно,Безоблачно,Безоблачно,Безоблачно,"Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно,  дождь","Малооблачно, без осадков","Малооблачно,  дождь, гроза"
2024-07-10,27,28,29,31,27,28,27,27,28,30,19,18,18,21,22,21,20,21,20,21,"Малооблачно, без осадков",Безоблачно,Безоблачно,Безоблачно,"Облачно,  дождь, гроза","Облачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков",Безоблачно
2024-07-11,28,29,30,28,29,29,28,29,29,29,14,19,21,22,22,21,20,22,21,21,Ясно,Ясно,Ясно,"Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно,  дождь","Малооблачно, небольшой  дождь",Ясно
